mean,number_of_topics,var
0.86131,5,0.01412
0.87293,10,0.00841
0.86712,15,0.01805
0.87008,20,0.01242
0.87119,25,0.01778
0.86343,30,0.02089
0.86234,35,0.01825
0.86772,40,0.01753
0.86395,45,0.01026
0.86558,50,0.01548
