mean,number_of_topics,var
0.808,5,0.00961
0.80349,10,0.014
0.80337,15,0.02275
0.80606,20,0.0195
0.81215,25,0.02158
0.80889,30,0.01147
0.79997,35,0.01917
0.81844,40,0.02263
0.80525,45,0.02157
0.80033,50,0.01943
