mean,number_of_topics,var
0.79844,5,0.03276
0.79176,10,0.02156
0.79319,15,0.02628
0.80315,20,0.02457
0.79103,25,0.01172
0.79871,30,0.01759
0.80769,35,0.01363
0.80657,40,0.01574
0.80861,45,0.03356
0.80097,50,0.01505
