mean,number_of_topics,var
0.86002,5,0.01887
0.84928,10,0.02578
0.85319,15,0.02147
0.84708,20,0.0229
0.84933,25,0.02439
0.85288,30,0.01778
0.85573,35,0.02661
0.86519,40,0.02669
0.84635,45,0.01774
0.85268,50,0.02104
