mean,number_of_topics,var
0.78673,5,0.00799
0.79673,10,0.01297
0.78408,15,0.01697
0.79509,20,0.00953
0.78816,25,0.01653
0.78153,30,0.0125
0.78337,35,0.01341
0.78277,40,0.01647
0.78617,45,0.01903
0.79406,50,0.0226
