mean,number_of_topics,var
0.85509,5,0.00826
0.85266,10,0.01048
0.84402,15,0.00765
0.84896,20,0.01751
0.84486,25,0.01293
0.84533,30,0.01646
0.84189,35,0.01544
0.83788,40,0.01491
0.84007,45,0.01826
0.83729,50,0.01884
