mean,number_of_topics,var
0.75327,5,0.04047
0.75529,10,0.02408
0.7745,15,0.0178
0.7902,20,0.04054
0.78973,25,0.03455
0.79567,30,0.03972
0.8017,35,0.05248
0.78345,40,0.05558
0.79433,45,0.04219
0.78348,50,0.04581
