mean,number_of_topics,var
0.88165,5,0.01542
0.8851,10,0.01741
0.88318,15,0.01226
0.88409,20,0.01569
0.87999,25,0.01287
0.87939,30,0.01221
0.87784,35,0.00871
0.87566,40,0.01213
0.8745,45,0.01403
0.87562,50,0.01196
