mean,number_of_topics,var
1.0,5,0.0
1.0,10,0.0
1.0,15,0.0
0.80834,20,0.08173
0.87407,25,0.02905
0.846,30,0.03249
0.84572,35,0.04876
0.84354,40,0.04367
0.84488,45,0.04662
0.84484,50,0.04745
