mean,number_of_topics,var
0.80643,5,0.01141
0.78289,10,0.01387
0.80078,15,0.02343
0.80308,20,0.02862
0.80459,25,0.01751
0.79714,30,0.01205
0.80279,35,0.01428
0.80455,40,0.02037
0.80693,45,0.03016
0.79759,50,0.02182
