mean,number_of_topics,var
0.85908,5,0.00672
0.86075,10,0.00854
0.85373,15,0.00606
0.85476,20,0.01013
0.85975,25,0.00432
0.85456,30,0.00829
0.85664,35,0.01073
0.85933,40,0.01197
0.85249,45,0.00859
0.8641,50,0.00868
