mean,number_of_topics,var
0.86831,5,0.00779
0.86646,10,0.01205
0.86598,15,0.02052
0.86673,20,0.01519
0.86851,25,0.02114
0.86909,30,0.01194
0.85866,35,0.0141
0.87264,40,0.01662
0.86322,45,0.01735
0.86091,50,0.01249
