mean,number_of_topics,var
0.72862,5,0.02711
0.73031,10,0.01535
0.72451,15,0.01415
0.73454,20,0.0144
0.72122,25,0.01063
0.73615,30,0.01889
0.72065,35,0.01446
0.72395,40,0.01247
0.75232,45,0.04988
0.71846,50,0.02217
