mean,number_of_topics,var
1.0,5,0.0
0.86705,10,0.01162
0.86054,15,0.01303
0.85526,20,0.01645
0.85103,25,0.01757
0.8658,30,0.0112
0.854,35,0.01985
0.85939,40,0.01574
0.87811,45,0.04776
0.85822,50,0.01631
