mean,number_of_topics,var
1.0,5,0.0
1.0,10,0.0
1.0,15,0.0
0.96677,20,0.03723
0.79303,25,0.01301
0.79235,30,0.01699
0.81214,35,0.01831
0.81057,40,0.02233
0.80827,45,0.03699
0.79655,50,0.01492
