mean,number_of_topics,var
0.72594,5,0.02493
0.72707,10,0.02801
0.73548,15,0.02446
0.72462,20,0.02032
0.73715,25,0.02562
0.73366,30,0.02247
0.73519,35,0.0345
0.73727,40,0.0207
0.74067,45,0.02139
0.72761,50,0.02599
