mean,number_of_topics,var
0.89656,5,0.01376
0.89762,10,0.01318
0.89779,15,0.01262
0.89584,20,0.01428
0.89567,25,0.01117
0.89766,30,0.00912
0.89626,35,0.01285
0.89816,40,0.0124
0.89711,45,0.0089
0.89659,50,0.01059
