mean,number_of_topics,var
0.73356,5,0.02413
0.74249,10,0.02341
0.73217,15,0.02819
0.73168,20,0.02132
0.73236,25,0.02299
0.73069,30,0.01819
0.7367,35,0.0209
0.7335,40,0.03171
0.73872,45,0.03187
0.73018,50,0.02175
