mean,number_of_topics,var
0.86803,5,0.01159
0.84632,10,0.01349
0.86139,15,0.01496
0.86755,20,0.01609
0.86694,25,0.00974
0.85784,30,0.00926
0.86607,35,0.00943
0.86313,40,0.01272
0.84384,45,0.02483
0.86245,50,0.01416
