mean,number_of_topics,var
0.77022,5,0.02083
0.78309,10,0.0298
0.77435,15,0.02302
0.78908,20,0.03529
0.79178,25,0.03342
0.77828,30,0.02679
0.77657,35,0.02105
0.77414,40,0.0092
0.75629,45,0.01908
0.76748,50,0.02463
