mean,number_of_topics,var
0.83655,5,0.02169
0.83212,10,0.02925
0.84954,15,0.02647
0.84087,20,0.03919
0.82877,25,0.03392
0.83287,30,0.02497
0.83088,35,0.03386
0.82612,40,0.03108
0.82658,45,0.02682
0.83462,50,0.02065
