mean,number_of_topics,var
0.73123,5,0.0176
0.72661,10,0.01388
0.73063,15,0.02198
0.73009,20,0.03071
0.71927,25,0.01998
0.72349,30,0.02568
0.72232,35,0.02745
0.72428,40,0.02226
0.72046,45,0.02898
0.72817,50,0.0293
