mean,number_of_topics,var
0.88509,5,0.01774
0.88458,10,0.02912
0.88772,15,0.01742
0.89147,20,0.0242
0.88588,25,0.0199
0.88712,30,0.02258
0.88447,35,0.02012
0.8845,40,0.02124
0.88725,45,0.01993
0.88862,50,0.01989
