mean,number_of_topics,var
0.74249,5,0.02357
0.74448,10,0.01168
0.72996,15,0.01288
0.73087,20,0.02169
0.72463,25,0.02448
0.71951,30,0.01825
0.7199,35,0.01859
0.71081,40,0.02287
0.72414,45,0.02288
0.71143,50,0.0211
