mean,number_of_topics,var
0.84405,5,0.01315
0.84824,10,0.01573
0.84172,15,0.01107
0.84955,20,0.00907
0.8426,25,0.00666
0.83917,30,0.00601
0.84126,35,0.00986
0.84334,40,0.00666
0.83104,45,0.03125
0.84436,50,0.00526
