mean,number_of_topics,var
0.88354,5,0.02148
0.8817,10,0.01928
0.88171,15,0.02352
0.88898,20,0.02026
0.88465,25,0.01426
0.88555,30,0.01575
0.89087,35,0.01857
0.89013,40,0.01758
0.88528,45,0.02327
0.88735,50,0.01679
