mean,number_of_topics,var
0.82889,5,0.02138
0.84868,10,0.02556
0.85433,15,0.01927
0.86784,20,0.02668
0.86817,25,0.01683
0.8683,30,0.03019
0.86506,35,0.03267
0.87171,40,0.01969
0.87352,45,0.04044
0.86826,50,0.03307
